salary,age,elevel,car,zipcode,credit,brand
120280.5923,48,4,5,6,491559.7354,0
21536.63117,47,0,17,1,255610.229,1
20691.16119,20,1,4,0,436894.0832,1
98159.83879,27,0,2,7,190149.9672,0
130777.101,42,4,17,8,39423.28019,1
63737.60551,48,3,9,4,119845.2265,1
124814.3075,62,4,17,4,367327.2425,1
75152.19067,69,2,5,5,410339.1406,1
105454.1651,43,2,14,4,43090.40242,0
108322.7117,30,1,15,7,131221.7573,1
34196.485,72,2,19,4,244626.9537,0
34954.99635,73,4,7,1,75091.44332,0
71601.25168,43,2,12,2,101257.7418,1
117534.8229,74,2,2,1,320684.2763,1
73072.60012,76,2,16,8,472994.6862,0
129739.5254,20,1,18,4,76000.05663,1
57705.11221,62,1,15,7,226538.5347,0
91917.642,78,0,10,8,0,1
55425.99674,64,0,3,1,172112.0049,0
130810.4295,30,3,8,7,252241.9071,1
58373.95254,45,2,10,8,145283.5209,1
63223.8928,65,0,19,7,165916.0213,0
137177.1412,61,1,20,6,55422.63423,1
111852.6631,62,3,16,0,133812.8075,1
30866.15581,61,0,12,0,364601.4359,0
100497.0073,60,4,3,7,160414.7712,1
85010.01976,60,0,1,8,411454.1627,0
143316.3593,45,0,2,3,319098.9288,1
84133.7293,74,3,12,4,425462.9341,1
143518.7189,34,4,17,6,187918.199,1
90426.73018,69,1,14,8,282208.5033,1
61380.782,75,4,15,0,390425.8412,0
109492.1653,25,1,15,8,245075.7779,1
137827.2407,48,2,5,5,420641.7826,1
81528.09962,59,4,17,7,275677.6516,0
96467.19575,54,1,1,0,13908.27861,0
36438.95876,40,2,19,8,394439.6136,1
48185.85523,52,3,10,7,180055.5501,1
128721.9488,26,4,5,5,188017.9954,1
99812.93982,64,4,11,0,187379.1202,1
133293.4448,55,0,3,7,418769.0498,1
26667.80192,44,4,1,8,407395.6569,1
45097.44719,66,3,10,3,435813.4226,0
134821.6579,60,4,20,5,169744.1286,1
131874.3913,55,0,3,5,0,1
27962.99925,43,3,14,8,343337.4024,1
98838.25183,41,3,3,2,123002.3058,0
38572.46881,28,1,14,3,311901.6593,1
35306.68921,26,3,18,0,454122.2813,1
77310.49647,63,3,4,6,488534.0511,0
43889.72203,48,4,3,0,322428.478,1
131251.9299,70,2,11,5,249554.6436,1
140758.8069,75,0,20,2,355820.1558,1
125715.0695,60,3,2,1,149851.5955,1
98290.97585,56,1,9,5,314828.7323,0
64648.22817,34,3,9,4,223490.3564,0
102082.6165,20,0,7,4,315927.5469,1
119557.805,49,1,10,2,37142.35467,0
114971.5853,73,3,18,0,205471.6531,1
48984.33334,29,4,9,7,38140.24053,0
29241.77029,46,3,19,5,455417.7025,1
90312.64966,72,1,9,7,70243.02511,1
94177.1254,52,4,1,0,47101.31959,0
127111.8916,59,1,17,0,458393.5727,0
97005.44983,68,4,9,7,84897.59761,1
87100.1426,74,2,11,5,255100.7084,1
125110.2964,36,4,8,1,127005.1244,1
36157.09119,58,4,20,8,261634.6215,1
134668.7746,68,4,12,0,52940.57696,1
73798.02263,42,2,11,5,492145.484,0
49444.07733,40,2,19,7,38670.35553,0
106383.2027,25,1,4,5,374527.0334,1
140759.2552,69,4,7,0,447000.6338,1
65784.92387,69,1,13,4,248188.9369,0
42833.59011,50,1,2,0,395462.297,1
81434.06329,56,0,18,7,109282.6914,0
83446.47177,69,4,19,5,500000,1
75241.3818,43,4,7,2,182986.9017,0
62438.96944,41,2,3,6,461745.0132,1
118169.4253,54,2,10,8,75308.07765,0
42413.88529,37,0,5,3,21679.91232,1
44059.41911,25,1,3,6,359153.0544,1
101393.521,25,2,9,3,59483.56946,1
112271.6809,43,0,16,5,119937.2542,0
100381.6369,30,4,13,7,473941.4026,0
32463.3991,42,4,8,1,258326.592,1
31526.67665,51,4,6,6,158214.9866,1
133580.7845,64,3,16,5,426766.6077,1
146406.819,48,3,17,8,396488.7125,1
73187.34485,36,2,18,5,144464.8444,0
33701.4033,46,3,9,0,72389.17416,1
20000,28,4,16,4,317602.3431,1
60095.40817,59,1,7,3,251204.8826,0
64918.06742,61,1,16,0,18473.99261,1
44339.42068,35,2,3,3,168587.0792,1
56225.3371,51,0,7,8,30126.94527,1
90234.78112,40,2,1,6,100176.7308,0
93570.59092,26,2,13,5,144497.2098,0
150000,75,3,20,6,30517.65055,1
21331.60352,68,0,5,3,376331.0843,1
106003.743,75,3,1,8,54135.37252,1
135945.606,45,4,12,1,177885.4421,1
77804.15144,59,3,14,1,95353.86854,0
33976.7974,64,1,18,0,31933.82772,0
44229.31871,57,4,5,0,354397.0765,1
122357.4325,65,1,15,0,118630.6445,1
77422.16589,52,2,3,8,158043.5838,0
127542.5292,72,0,13,2,472618.9113,1
114546.2715,53,1,12,4,386329.4095,0
92985.83862,38,0,16,3,279782.4791,0
26651.35304,66,3,19,3,326134.5394,0
40822.07721,77,2,19,1,238025.0104,0
49529.60177,28,1,7,8,469806.9656,1
46789.9263,47,0,15,4,460084.1472,1
145390.7608,61,3,4,7,374398.8289,1
116805.971,63,4,3,2,244280.0126,1
109766.9656,67,4,7,3,454011.6931,1
58651.33001,71,4,15,1,73398.37997,0
20484.39096,73,3,6,7,348428.7507,0
49256.85395,80,4,15,4,171856.7272,0
79157.07922,39,4,12,7,106830.0849,0
86830.61158,75,3,1,8,338657.9646,1
43842.20387,50,1,18,1,85252.90211,1
23575.22444,53,2,19,6,449826.2245,1
67877.12367,80,4,15,7,137390.1552,0
75869.38713,62,0,1,7,386008.6142,0
37425.15594,27,2,2,0,48773.51399,1
41827.44826,38,4,17,8,121248.3714,1
111283.3183,26,0,19,3,329602.6368,1
138882.1847,45,3,5,3,357786.4477,1
24179.18719,25,4,14,4,303002.3845,1
20000,78,1,14,0,388386.8832,1
107620.9605,35,2,16,7,57077.58956,1
133386.6338,34,0,11,4,26556.96482,1
134523.674,29,3,7,3,78144.36602,1
47540.04882,31,4,18,5,181253.4399,1
119030.3978,60,1,6,6,61678.94606,0
138985.9561,22,2,7,7,4319.151272,1
65135.79318,41,0,17,3,188033.5032,0
43605.00829,48,3,19,8,153808.0986,1
90457.96694,69,0,4,6,345051.5248,1
110795.7401,54,1,13,0,155375.4676,0
37806.91082,42,1,6,2,170589.6874,1
50811.2143,22,0,18,8,215390.0054,0
101902.162,66,3,12,5,345660.7574,1
121007.9128,70,3,12,4,497888.2687,1
63830.79377,35,3,9,5,353391.8924,0
137087.9869,23,0,5,1,207121.9479,1
108831.7175,48,2,3,6,219087.9721,0
149271.8635,53,1,14,1,189028.9908,1
134909.1158,31,0,14,6,40409.17397,1
20000,41,4,18,6,386949.0035,1
138049.4567,63,4,18,0,344308.0098,1
142386.5315,33,2,1,2,486530.0677,1
110600.7079,41,2,18,0,123782.659,0
117722.8801,59,4,1,7,102627.5787,0
54596.65289,46,2,10,3,432411.1945,1
41196.09792,26,4,11,4,180585.3244,1
130741.4463,35,2,20,8,14073.02477,1
119265.1852,59,2,15,5,284838.4665,1
43133.13869,74,1,16,4,498659.6313,0
105023.1861,66,3,17,7,179428.0463,1
45748.63095,41,1,16,2,27240.76641,1
21643.06246,57,1,14,4,114391.3973,1
26577.68279,57,4,16,4,100431.4306,1
50947.00921,65,0,18,5,54046.88978,0
24116.08657,48,4,18,8,113933.4846,1
80362.73327,33,1,13,1,440461.007,0
129458.7502,63,1,7,4,91341.11374,1
40052.19314,35,3,12,1,13149.85873,1
81246.39127,80,2,8,2,420635.8079,1
20364.13838,69,3,4,4,18607.63506,0
25464.34418,60,3,10,6,405131.5535,1
71929.70148,75,2,1,1,468277.2512,0
111933.8327,75,3,2,4,289657.8461,1
83658.44012,76,1,7,8,93487.88232,1
35720.76252,62,0,9,2,126086.0921,0
125903.1712,66,2,1,2,423684.1828,1
64798.54304,20,1,2,3,369909.2381,0
72702.41665,27,2,10,1,79767.61567,0
138870.7608,50,4,13,0,28625.39135,1
80215.38387,71,3,6,1,165101.8089,1
129994.1344,44,4,5,8,209505.766,1
108154.0149,78,2,7,3,443346.1864,1
34137.20224,61,0,9,3,314478.2716,0
20241.23917,31,4,7,3,17051.90686,1
58694.88972,71,4,15,4,127434.7296,0
79612.43431,21,2,13,6,233276.3052,0
121476.0339,46,0,11,3,412227.7874,0
61056.07424,24,1,13,2,39438.2246,0
116927.2991,33,4,10,3,201694.1419,1
96850.57471,40,4,1,2,23225.28969,0
88237.01228,28,1,20,8,313284.117,0
34850.59285,31,3,3,8,163309.3647,1
116943.5994,59,2,15,5,7537.189526,0
103694.2277,35,2,6,4,226532.2458,1
113827.9533,37,3,17,4,136679.0301,1
53474.20224,43,4,5,2,272485.449,1
44259.5167,54,0,13,8,284281.6014,1
77618.63656,28,2,12,3,181959.3535,0
118125.73,53,2,8,2,307025.637,0
125770.2497,20,0,15,8,31811.36155,1
65011.49187,22,4,20,6,413193.1774,0
130316.1192,39,4,5,4,0,1
63189.87737,35,0,16,5,249350.1094,0
122693.5351,29,4,14,4,115513.0989,1
128843.5866,66,3,15,1,115938.6555,1
27467.1068,60,2,7,7,421409.2314,1
67169.62778,54,1,9,1,126483.8348,1
45492.06684,59,0,11,5,348229.7984,1
134082.7209,37,3,6,5,390974.177,1
47344.249,32,4,20,4,51624.61505,0
102447.8316,56,1,10,8,24584.43226,0
128933.577,68,4,12,6,205087.0619,1
143533.3969,34,4,16,4,137537.0934,1
30621.61091,28,3,16,3,370762.5048,1
144383.7156,30,2,11,2,73613.79764,1
99994.86369,58,2,17,1,181940.3177,0
111000.9318,42,4,13,3,297717.2751,0
99643.08396,39,4,19,5,339159.4682,1
81477.03055,71,4,19,2,416587.7227,1
123622.3109,80,2,9,7,419202.2031,1
94319.1418,50,2,18,1,412913.275,0
65010.43355,21,3,3,6,443789.9419,0
147876.6328,37,0,19,4,397838.9789,1
111816.4995,66,0,14,7,173082.7808,1
67542.76917,64,3,5,7,138725.5335,0
79974.02943,20,0,1,6,366385.8822,0
81904.61989,76,3,4,1,385022.8105,1
137893.6632,47,0,8,1,171751.1392,1
82602.25861,40,2,6,7,94230.58539,0
84042.66118,69,1,3,0,0,1
53175.89244,77,4,15,5,282824.3832,0
88085.49438,53,3,7,4,139034.6805,0
52078.16498,73,4,11,8,425973.8921,0
134775.0735,33,4,6,0,53835.76655,1
66796.63673,49,1,17,6,103644.7265,1
20000,53,2,17,3,47796.54119,1
127862.6692,38,2,19,7,419668.4431,1
127392.404,55,0,12,3,385391.3058,1
54030.56799,77,2,5,6,296432.1633,0
82009.5142,65,1,7,2,443486.6719,1
128781.1259,35,4,14,8,29190.167,1
25132.94722,47,2,10,5,103192.2633,1
138427.1149,63,3,16,7,233599.2192,1
134551.896,49,0,17,0,408115.3913,1
115949.0363,76,2,8,2,78875.35052,1
77067.57763,51,1,10,1,433524.332,0
44381.13,39,4,6,5,152370.0983,1
92267.24272,20,0,10,2,266452.4296,0
107796.4954,22,1,17,5,322586.296,1
34420.01131,63,3,2,4,296903.8643,0
143481.1876,60,0,3,5,23448.1525,1
105711.5219,41,4,12,2,297725.6296,0
47086.53706,60,4,5,4,447722.1739,1
138804.6127,68,4,17,3,237019.2564,1
81689.10666,57,1,5,1,341736.3237,0
88995.77309,21,4,13,6,387830.8081,0
42923.39647,80,1,5,5,495114.359,0
74792.65773,67,0,18,2,52554.53789,1
112353.3597,66,0,10,4,500000,1
139603.6084,76,4,20,5,195026.926,1
112478.7657,80,3,7,5,15611.98775,1
102014.7603,76,0,13,2,314658.4418,1
141522.7511,23,3,6,4,272680.959,1
46484.85331,64,2,4,6,39300.12881,0
140844.1503,23,3,16,8,310702.2989,1
118433.1097,34,0,7,6,14052.91041,1
74755.92664,72,1,7,1,287410.2558,0
36680.54777,20,2,8,2,161149.4605,1
78199.49522,46,1,7,1,195245.9585,0
45187.64902,51,1,16,1,487232.4576,1
74666.08951,70,2,20,7,288361.4037,1
100816.5661,29,1,9,4,76927.49956,0
87688.8702,74,0,11,4,500000,1
72115.35697,77,4,15,0,408855.7408,0
69207.37328,71,1,17,2,193958.991,0
40879.52277,37,3,11,1,250824.028,1
114557.5118,73,1,12,4,184598.4709,1
146305.3113,54,3,8,6,203621.9806,1
67845.83965,69,0,1,2,105991.1348,0
108407.5966,63,4,17,4,247661.6348,1
108575.1702,80,1,15,4,328096.5116,1
66717.33255,26,1,4,5,78685.06593,0
144767.7891,64,3,1,1,365576.0601,1
98668.17916,61,2,12,0,479748.2475,1
103645.8606,60,1,9,8,407987.6953,1
95698.28989,59,4,17,3,222058.1935,0
66744.7827,75,4,5,1,116530.9471,0
141481.272,57,3,20,3,424941.0748,1
107251.024,42,0,15,7,130224.2534,0
55303.19153,30,4,10,4,394609.829,0
103255.6952,45,0,13,3,241122.736,0
37860.82086,70,3,20,5,276356.9719,0
97569.81111,40,3,10,6,71242.69556,0
136441.0581,25,0,8,4,68574.53195,1
139699.382,52,2,17,0,163788.7514,1
77325.31211,33,3,16,5,463305.9537,0
105150.1509,23,3,6,6,115859.0617,1
115373.9176,20,0,20,6,317383.3451,1
117028.9688,31,3,6,2,367363.2014,1
70882.55894,49,0,17,6,101420.7904,1
46176.0494,42,4,19,4,250084.1012,1
78917.40307,20,0,6,5,333467.972,0
97417.39135,53,2,6,0,126764.1945,0
133888.4492,26,2,13,3,68825.7082,1
141700.0305,63,0,20,3,271016.0918,1
108845.0579,37,3,11,3,379801.6307,1
65626.37754,25,2,10,7,68704.99949,0
95934.49285,54,1,4,1,441683.2905,0
87445.08229,24,0,10,8,95997.32653,0
91600.34314,23,1,16,8,254880.9349,0
123885.4105,56,1,15,8,142200.9696,1
77174.77556,70,3,8,4,21549.87437,0
96226.8518,26,1,7,4,40916.79189,0
74666.53414,34,3,5,6,446909.7553,0
132559.1068,70,1,17,1,485417.6508,1
108137.9076,25,1,19,1,29249.13123,1
75550.59401,62,1,5,3,149644.3878,1
63982.4961,64,1,18,3,327469.9926,0
40794.71583,47,4,16,8,378051.1047,1
114325.6864,47,2,16,5,113471.4197,0
82098.17834,67,0,2,2,152081.141,1
124159.779,77,3,1,4,270052.9258,1
121282.3581,59,2,14,3,429305.7319,1
89222.49,51,1,20,8,116925.3232,0
110056.8598,62,2,18,5,59941.54501,1
119840.1303,50,3,16,7,380871.2256,0
53691.11483,38,3,16,1,400926.8111,1
140669.5172,64,1,13,5,5597.457418,1
22456.03771,22,0,4,0,403255.3605,1
150000,62,0,8,6,127396.9181,1
96138.09055,72,0,13,0,171290.4246,1
130645.0858,31,4,5,6,468355.1149,1
40423.28017,78,2,7,0,24177.24093,0
109362.6838,51,0,16,6,162510.1066,0
121171.7423,74,4,3,8,237749.8038,1
101624.0683,66,1,6,7,285535.1441,1
54110.66587,27,1,5,3,387556.3695,0
118101.9772,36,1,15,0,95554.02227,1
125770.5264,40,2,18,1,119322.8335,1
82186.3432,33,0,15,6,107196.2381,0
131675.1106,68,2,19,7,331717.3047,1
115425.4514,61,1,19,0,348307.3543,1
118627.5852,71,1,18,5,401835.0141,1
71429.2508,35,2,4,1,159527.3931,0
116588.9537,52,2,12,1,292866.4506,0
95674.62944,59,0,5,7,28109.61829,0
44393.37166,50,2,3,3,478640.2151,1
53115.43134,23,2,17,8,467840.4762,0
126529.864,41,2,17,7,445515.479,1
129209.6079,20,3,6,2,338273.0192,1
53058.27664,53,4,20,0,280727.1518,1
36226.0616,35,3,11,8,317037.7812,1
111278.3673,24,3,13,8,18300.17476,1
34556.76741,23,1,20,3,345752.721,1
72544.24803,52,2,10,1,331794.7163,0
119984.0569,42,1,1,4,84330.807,0
23708.33493,45,1,2,1,266488.2398,1
43803.96584,26,1,10,7,344188.0982,1
69574.33966,35,1,20,4,134071.0708,0
54962.42639,35,1,6,4,360186.1862,0
80289.20271,41,1,7,0,99920.55038,0
72494.00892,34,3,10,2,400106.6956,0
44875.0665,40,4,5,8,64995.94601,1
92997.69815,58,1,8,0,398888.687,0
125068.7282,67,3,7,4,278473.1246,1
47044.77927,60,0,7,2,352663.8148,1
39477.25962,53,3,4,8,141410.9124,1
56219.22578,80,0,11,6,418537.1739,0
79646.76126,61,1,5,2,500000,1
127701.1537,64,4,5,0,18739.22931,1
26071.79891,73,2,4,5,21958.47465,1
76274.07847,47,0,19,8,379634.4835,0
92891.9923,28,0,14,3,320389.2186,0
127280.4235,31,3,8,4,403783.0986,1
34609.09359,74,1,11,4,287185.877,0
51037.26294,43,3,13,0,1959.773952,1
83571.52647,59,4,14,6,161987.8435,1
53190.0582,74,4,13,4,385117.2068,0
70165.8346,27,1,8,8,20933.2082,0
30487.07993,75,4,6,3,145878.5959,1
65204.99119,38,0,14,8,387802.7865,0
150000,34,0,2,7,204582.6128,1
131554.3917,61,4,20,0,500000,1
112272.6356,73,4,6,5,61666.14091,1
32847.01061,40,3,19,0,326362.0342,1
123029.3894,25,4,12,4,370699.2601,1
67212.14368,20,4,12,3,34338.9515,0
60527.32154,61,4,2,2,494599.3579,0
58432.01452,22,3,19,4,468050.0751,0
134321.6657,52,4,19,5,500000,1
42681.57817,66,3,13,0,30044.66145,0
61279.33653,38,0,18,7,208311.5555,0
101607.7161,74,0,4,3,23570.76714,1
70672.65805,62,4,19,6,432661.5983,0
123706.1582,41,3,5,2,132345.6081,0
36670.14682,45,2,3,0,435010.6542,1
47922.88713,66,1,6,3,497537.6717,0
81218.54193,23,4,12,0,493626.9647,0
53076.87131,47,1,14,7,268313.723,1
58387.0908,37,1,10,3,473730.7072,1
39114.24183,40,2,16,7,214310.4531,1
98942.75401,20,1,4,7,47516.34491,1
146160.0166,62,3,5,2,396886.8562,1
113837.5027,55,2,9,2,182277.0739,0
123843.4988,70,1,10,8,142358.3081,1
47053.97689,36,4,8,4,172393.3098,1
115374.9625,53,3,18,8,278182.1146,0
67817.25975,42,0,5,2,272888.3916,1
74566.18638,52,3,4,2,498333.3012,0
81533.7983,57,4,7,0,311185.908,0
118150.0259,68,4,4,2,223150.3539,1
55767.06308,60,1,3,4,301576.3043,0
75906.66395,51,0,18,7,379315.6605,1
63031.53,20,4,10,7,0,0
141807.9842,65,2,16,2,146045.1512,1
90262.11826,61,3,7,6,105117.4756,1
86185.20588,60,4,19,0,193452.47,1
56610.863,74,0,16,2,241163.4053,0
132111.7282,28,2,11,3,453980.6894,1
141185.6322,29,3,15,4,430117.2697,1
150000,49,1,14,1,209077.2795,1
54194.00575,79,0,2,2,146571.9348,0
62312.98743,55,3,5,8,500000,1
72240.43718,66,3,7,6,11546.62041,1
112413.1499,31,0,12,8,115266.8386,1
41086.44686,41,2,14,1,391724.3101,1
30872.67502,50,2,1,6,395166.5246,1
147548.9575,40,1,5,4,78462.8639,1
56095.16599,50,4,10,3,213189.9107,1
66169.89555,32,4,11,3,241286.6789,0
47028.45994,62,2,7,5,389293.3725,0
124648.9101,33,4,7,6,123539.0884,1
132026.2429,77,3,5,8,444945.7086,1
56674.41196,20,2,4,7,98861.75247,0
139360.659,78,2,17,4,223992.0361,1
58952.15005,35,3,6,3,405301.7143,0
110942.105,76,4,20,0,370864.9046,1
21902.37346,74,4,1,3,161455.7578,0
107160.0775,52,3,15,8,410494.5276,0
116953.1442,32,0,11,3,175557.2606,1
80294.51084,34,3,10,6,382960.3588,0
124305.1304,66,0,8,1,258918.9402,1
127457.1732,31,0,1,5,283191.6295,1
127133.1992,55,3,2,0,460637.2637,0
69132.19224,35,2,13,7,422710.4011,0
140768.4066,31,4,18,5,311599.211,1
59541.86332,42,0,8,5,246963.2836,1
90040.40365,43,0,10,3,118228.2219,0
72084.41383,66,2,16,5,492824.0304,0
25235.44454,20,4,4,3,193805.0311,1
29876.96397,62,0,15,8,329883.326,1
49031.74327,51,1,20,6,404712.226,1
56900.89383,53,2,10,2,155110.5773,1
109982.334,60,2,3,8,299561.0038,0
73033.5469,79,1,8,1,337843.6617,0
70993.82718,55,0,2,3,196275.5117,1
107229.3974,53,4,5,7,16616.75623,0
112577.4471,25,4,1,3,458331.7405,1
134127.3122,28,2,10,4,225030.1477,1
144175.952,47,0,6,6,498242.3406,1
49758.92231,74,0,18,5,358393.5222,0
55086.56162,56,0,15,6,411964.4004,1
90759.85546,67,4,13,5,206978.8944,1
32084.10944,61,3,13,8,112755.5598,0
150000,69,0,17,5,331819.4612,1
33546.15553,33,4,1,6,351415.8514,1
131931.918,58,2,6,5,120332.6237,1
137593.9842,39,1,14,3,356352.1505,1
69527.50485,71,4,12,7,500000,0
110653.7297,21,1,19,6,47824.41477,1
34125.40453,23,3,17,0,35649.91624,1
92101.89739,37,1,18,3,203244.2794,0
125822.3872,26,3,6,0,486023.8316,1
105006.2886,66,3,11,6,179343.32,1
59031.3968,32,2,11,4,80589.57775,0
104014.114,73,3,6,6,187398.42,1
35138.82481,57,0,12,7,145647.7784,1
58225.24152,47,1,14,1,171015.0815,1
133731.7731,80,2,18,7,259676.2699,1
111937.8443,23,3,14,3,133265.4466,1
135005.1892,37,1,10,8,0,1
98611.82261,40,0,5,0,144478.5691,0
111474.4973,49,0,15,3,440727.1747,0
54387.37964,70,1,15,3,283749.5025,0
111006.3559,20,2,4,1,256069.0525,1
37412.59086,73,0,3,0,16034.77611,0
55030.64512,36,3,11,4,109956.5131,1
104110.0887,69,0,6,1,403124.1914,1
81215.68932,64,3,9,3,171495.6596,1
141243.6539,63,2,5,2,183825.2494,1
128330.4252,28,1,7,6,462238.7141,1
30333.467,41,1,8,2,263167.3882,1
71914.19047,65,0,11,0,133083.1849,1
97946.85646,39,4,8,3,203409.6472,0
44569.14288,45,2,14,1,376935.2485,1
79292.4939,74,3,7,0,20552.21914,1
88684.42584,47,4,6,3,168247.0217,0
59148.76395,65,1,13,7,31838.67341,0
89066.28487,36,4,3,8,177358.1696,0
71791.29556,48,1,10,6,188699.9165,1
98860.28138,70,2,15,1,219758.6857,1
45245.74867,54,1,8,8,449150.8776,1
51945.93377,23,3,13,6,303129.7705,0
144767.8898,51,4,3,4,66589.91589,1
26834.60964,77,3,2,3,342834.8494,1
43575.06615,59,2,8,1,465293.6142,0
144407.8989,78,3,19,8,482244.3182,1
142994.7683,33,3,10,7,273754.0618,1
148814.1001,28,2,10,2,313204.4658,1
146528.2264,33,2,9,7,59482.36685,1
114796.5658,49,4,12,7,85769.23342,0
35710.16058,54,0,9,0,232112.7491,1
110521.2896,34,4,16,0,492096.3229,1
145623.9672,74,3,17,2,434197.4785,1
148813.4067,43,3,9,1,175685.9679,1
131743.9626,54,0,20,8,262920.2207,1
78849.21768,74,0,10,5,288186.3319,1
68552.55342,44,4,6,8,169226.4378,1
58773.95932,44,0,16,2,232473.3517,1
146645.6214,42,1,12,8,97794.30771,1
126636.8666,77,3,1,7,9269.189427,1
90414.23552,68,2,19,7,121155.6938,1
74837.80453,49,0,5,3,389789.727,0
87234.51531,57,1,12,1,177170.5751,0
81730.43025,76,0,13,1,437942.9461,1
125344.6329,42,0,10,1,240953.1372,1
68660.22961,21,1,6,1,268930.4729,0
124733.9358,42,0,7,0,476885.5615,0
52668.24637,73,0,1,1,396814.0501,0
136940.9061,69,1,13,6,302309.0236,1
124504.8134,61,1,5,2,30073.77434,1
124123.2611,35,2,4,7,21514.02076,1
86262.59232,63,2,6,3,113409.2901,1
28760.15673,75,0,7,8,427625.2668,0
140024.342,74,1,7,4,278143.4225,1
68720.38319,65,3,10,7,29467.36029,0
69012.86928,66,0,12,0,382354.3501,0
87202.79325,29,2,18,0,473726.9108,0
73181.64783,56,1,3,2,288666.2621,1
40472.6178,36,3,9,4,27757.31013,1
99678.07645,70,1,8,1,406925.9226,1
68680.97114,61,0,11,4,424099.3355,1
53929.2237,23,0,15,3,120792.826,0
65762.52034,50,0,10,1,151590.7953,1
123636.8336,47,3,7,2,326631.6367,1
130064.15,59,4,18,0,479830.5007,1
146933.5452,77,0,19,8,180801.2044,1
36454.2559,32,1,20,6,433554.4454,1
23020.05271,57,4,19,3,139970.3456,1
40611.17249,60,2,6,3,500000,1
22500.95692,70,4,4,3,197371.1238,1
105469.9862,33,2,2,0,393729.3872,1
108282.155,25,2,4,2,420460.579,1
89512.31701,25,4,11,4,65806.68544,0
75361.63319,47,0,7,4,286135.7348,0
35141.40317,67,4,14,5,394154.532,0
117678.7539,47,1,1,7,404351.0285,0
85771.16204,58,1,3,7,99067.36749,0
140590.0095,47,2,1,0,497022.4742,1
136790.4965,55,4,16,7,208073.3915,1
20000,63,4,15,7,220804.6,1
106287.5271,50,4,4,1,179375.6682,0
130707.3908,61,2,20,2,418737.4223,1
107601.0819,52,2,7,6,282673.1384,0
74734.12912,51,3,8,4,385513.1002,0
57204.13467,65,3,20,8,120859.4793,0
48607.94381,56,0,8,6,389571.8327,1
78335.67229,25,0,12,2,292751.9243,0
107692.4743,56,2,12,7,309563.5052,0
37894.78815,60,3,18,5,267751.7513,0
141914.0684,62,0,8,8,163681.3282,1
44543.66954,31,1,13,5,380209.6083,1
101632.2871,47,2,2,2,407884.7845,0
104587.5223,52,0,20,7,411832.2163,0
120770.1713,43,4,20,1,194597.0224,1
131050.2667,24,0,14,2,416287.3406,1
79597.31919,70,3,18,4,120750.1778,1
134619.1156,63,1,5,7,170934.4332,1
65819.72789,55,3,11,1,239522.2151,1
106050.3406,41,4,4,3,339863.9979,0
111372.4723,44,2,9,0,73753.53989,0
108615.3572,40,2,9,4,436806.5327,1
97973.06226,63,2,16,2,378674.2819,1
106225.3169,62,3,2,5,396333.0578,1
45007.40951,66,4,5,7,52873.01812,0
109015.1278,26,2,12,4,488178.0119,1
103061.6444,79,4,3,3,219753.8131,1
79196.86053,66,2,14,2,302154.4272,1
133686.0803,63,2,2,5,450122.1164,1
31163.0723,44,0,13,3,99838.27597,1
103899.3153,66,2,10,8,244985.8084,1
100434.3283,38,4,19,2,153469.286,0
84210.46901,39,2,12,1,329644.8441,0
76104.68528,52,4,13,6,283774.4022,1
107690.9173,51,3,8,1,62071.53679,0
132525.4401,34,2,17,2,481932.2424,1
40241.40516,62,2,10,7,320321.5139,0
43310.00287,72,0,16,2,0,0
88860.07632,29,1,14,3,126961.6416,0
133141.3573,59,0,16,0,440738.8359,1
95574.06751,72,3,10,4,63839.05243,1
64608.6596,74,4,15,3,443443.5427,0
107864.6773,20,4,7,0,205941.2344,1
120431.1414,54,3,1,5,441768.7756,0
149025.2056,22,1,5,2,171346.5213,1
105193.4004,32,2,11,0,353548.989,1
113896.5836,65,2,8,6,334689.6103,1
98015.24751,74,4,20,0,68100.86316,1
139667.338,73,2,20,4,196901.112,1
98564.85543,68,0,6,7,371689.7757,1
51319.14547,80,2,13,0,146483.1134,0
91360.87069,51,1,3,3,334374.6191,0
148225.788,74,4,13,1,207018.3086,1
91603.0444,72,3,5,4,471317.116,1
133921.4815,72,2,12,0,178466.6779,1
100350.3566,26,2,13,3,172146.4679,1
44902.85961,38,4,7,3,221258.1755,1
39817.96855,23,1,20,5,476437.5503,1
40332.7291,59,4,12,8,393785.8337,1
69563.97449,67,0,5,0,341193.4208,0
30320.17294,79,4,6,5,224247.6551,0
94582.00635,77,1,9,4,287056.7475,1
91850.42162,76,0,1,3,494372.4146,1
96531.99452,63,0,9,3,293550.3895,1
129162.511,40,2,15,1,394593.5159,1
75236.85841,26,1,5,7,317786.6365,0
125868.6851,43,1,7,6,59756.59833,0
41015.69891,66,1,15,4,150557.7037,0
68336.08688,75,1,18,3,41107.07076,0
129665.9791,53,0,10,8,424170.1235,1
53873.88421,61,3,8,4,441657.4966,0
82547.87057,35,4,20,7,260532.758,0
58740.84339,35,3,7,2,161689.6688,0
137408.4208,27,4,5,4,284313.1686,1
49911.55988,41,0,14,5,290089.8952,1
118430.3131,78,1,4,7,194011.6863,1
136146.4958,79,2,5,5,459900.6761,1
85196.45092,69,1,13,3,184848.5304,1
142470.6359,30,2,7,2,411247.0359,1
131094.7576,31,2,12,2,296793.5474,1
78299.2571,67,2,12,5,0,1
